id,sentence1,sentence2,label
1700,یہ گانا ایک ٹیلی ویژن سیریز ایف ایکس نیٹ ورک ، `` سنز آف انارکی '' کے دوسرے سیزن کے لئے چھٹے پرومو میں پیش کیا گیا تھا۔,یہ گانا ایک ایف ایکس نیٹ ورک ٹیلی ویژن سیریز `` سنز آف انارکی '' کے دوسرے سیزن کے لئے چھٹے پرومو میں پیش کیا گیا تھا۔,1
1702,انہوں نے اپنے کیریئر کے شروع میں آسٹریلیا میں کھیلا لیکن وکٹورین اسٹیٹ لیگ میں فرینکسٹن سٹی کے لئے کھیلنے کے لئے اسکاٹ لینڈ چلا گیا۔,انہوں نے اپنے کیریئر کے شروع میں اسکاٹ لینڈ میں کھیلا ، لیکن فرینکسٹن سٹی کے لئے وکٹورین اسٹیٹ لیگ میں کھیلنے کے لئے آسٹریلیا چلا گیا۔,0
1707,تازہ ترین ٹریک `` ہر صبح '' پہلے ٹریک `` مارننگ '' کا صوتی گٹار ورژن ہے۔,آخری ٹریک ، `` ہر صبح '' پہلے ٹریک `` مارننگ '' کا صوتی گٹار ورژن ہے۔,1
1709,گریٹڈ برش ٹرکی یا براؤن - کالریڈ برش ٹورکی (`` تالگالا جوبینسیس '') میگاپوڈیڈی خاندان میں پرندوں کی ایک قسم ہے۔,کولیریڈ برش ٹرکی یا براؤن کالرڈ برش ٹرکی (`` تالیگالا جوبینسیس '') میگاپوڈیڈی کے خاندان میں پرندوں کی ایک قسم ہے۔,1
1713,ڈنکن میکانٹیئر 6 اکتوبر 1899 کو انگلینڈ کے کینٹ میں کینٹ میں پیدا ہوئے تھے ، کیپٹن ایور ایونگ میکانٹیئر کا بیٹا تھا۔,ایور ایونگ میکانٹیئر 6 اکتوبر 1899 کو کینٹ ، انگلینڈ میں ، کیپٹن ڈنکن میکانٹیئر کے بیٹے میں پیدا ہوئے تھے۔,0
1717,46 ویں راکٹ ڈویژن کی تاریخ 29 اپریل 1941 سے شروع ہوگی ، جب 188 ویں رائفل ڈویژن کی تشکیل کوناس میں مکمل ہوئی۔,46 ویں راکٹ ڈویژن کی تاریخ 29 اپریل 1941 کو شروع ہوگی ، جب 188 ویں رائفل ڈویژن کی تشکیل کوناس میں مکمل ہوئی۔,1
1721,وہٹلام ، جنہوں نے دسمبر 1975 کے وفاقی انتخابات میں لینڈ سلائیڈنگ میں میلکم فریزر کو شکست دی تھی ، نے ٹریڈ یونین کی تحریک کی خدمت کے لئے ایجرٹن کو نائٹ ہڈ کی پیش کش کی۔,وہٹلام ، جنہوں نے دسمبر 1975 میں وفاقی انتخابات میں لینڈ سلائیڈنگ میں میلکم فریزر کو شکست دی تھی ، نے ٹریڈ یونین کی تحریک کی خدمات انجام دینے کے لئے ایجرٹن کو نائٹ ہڈ کی پیش کش کی۔,1
1724,ان خطوں کو بالترتیب 56 اور 96 کی درجہ بندی کے ساتھ ، معمولی رہائش گاہوں کے لئے ناقص سمجھا جاتا ہے۔,ان سائٹوں کو بالترتیب 56 اور 96 کی درجہ بندی کے ساتھ ناقص رہائش گاہوں کے لئے پردیی خطے سمجھا جاتا ہے۔,0
1725,جوکی کے پاس کوئی متحرک حصے نہیں ، کوئی کارکس نہیں ہے جو پہن سکتا ہے ، یا اسپرنگس جو ٹوٹ سکتا ہے۔,جوکی کے کوئی متحرک حصے نہیں ، کوئی کارکس نہیں ہے جو ٹوٹ سکتا ہے ، یا اسپرنگس جو پہنا جاسکتا ہے۔,0
1727,نئی ٹی وی سیریز میں '' مردہ خوبصورت '' میں ہیزل نے سب سے کم عمر بہن الیگزینڈرا کاپینگر کا کردار ادا کیا۔,الیگزینڈرا کوپنجر نے نئی ٹی وی سیریز '' ڈیڈ خوبصورت '' میں سب سے کم عمر بہن ہیزل کا کردار ادا کیا۔,0
1729,لچکدار امکانی نظام کے اجزاء مکینیکل توانائی کو ذخیرہ کرتے ہیں اگر وہ فورسز پر لاگو ہونے پر سسٹم میں خراب ہوجاتے ہیں۔,مکینیکل سسٹمز کے اجزاء لچکدار امکانی توانائی کو ذخیرہ کرتے ہیں اگر ان کی افواج کا اطلاق ہوتا ہے تو وہ نظام پر خراب ہوجاتے ہیں۔,0
1730,اوکرووسس وینٹرلیس یورپ میں پتیوں کی چقندر اور شمالی افریقہ کے کچھ حصوں کی ایک آبائی نسل ہے۔,اوکرووسس وینٹرلیس پتیوں کی چقندر کی ایک قسم ہے جو یورپ اور شمالی افریقہ کے کچھ حصوں سے ہے,1
1733,یہ سیزن 6 جنوری 1984 کو فالون ، سویڈن میں شروع ہوا ، اور 11 مارچ 1984 کو ناروے کے شہر لیگنا میں ختم ہوا۔,اس سیزن کا آغاز 6 جنوری 1984 کو فالون ، سویڈن میں ہوا ، اور 11 مارچ 1984 کو ناروے کے شہر لیگنا میں ختم ہوا۔,1
1740,ڈی رائٹر ، جو لیڈن میں پیدا ہوئے تھے ، ایف سی اتریچٹ ، ایف سی ڈین بوش ، ایکسلسیئر ، آر کے سی والواجک اور ایف سی ایمن کے لئے کھیلے۔,لیڈن میں پیدا ہوئے ، ڈی رائٹر نے ایف سی اتریچٹ ، ایف سی ڈین بوش ، ایکسلسیئر ، آر کے سی والواجک اور ایف سی ایمن کے لئے کھیلا ہے۔,1
1749,دوسرے حرفی ڈھانچے V ، CV ، یا CCV ہیں جہاں ممکنہ طور پر تضاد ہے۔,ممکنہ حرفی ڈھانچے V ، CV یا CCV ہیں ، جبکہ دوسرا ضمیر ہے۔,0
1750,مصور/ناول نگار پال بولس نے 1950 میں سیڈی کاسم میں ایک تہوار میں امریکی مصنف برائن گیسن کے ساتھ اس علاقے سے پہلی بار موسیقی سنی۔,پول بولس نے امریکی مصنف برائن گیسن کے ساتھ مل کر 1950 میں سیڈی کاسم کے ایک تہوار میں اس علاقے سے موسیقی سنی۔,0
1751,فیرل جبرئیل کے ہیکس کے ساتھ مقابلہ کرتے ہیں ، جبکہ میک کلین نے اپنے مردوں کو ختم کیا۔,فیرل نے گیبریل کے ہیکس کا مقابلہ کیا ، جبکہ میک کلین نے اپنے جوانوں کو ختم کردیا۔,1
1753,یہ جنوبی جزیرے کے بیشتر حصے میں اور مغربی لینڈ سے لے کر وسطی جزیرے میں جزیرہ نما وسطی میں پایا جاتا ہے۔,یہ شمالی جزیرے کے بیشتر حصے اور جزیرہ نما بینکوں سے جنوبی جزیرے پر وسطی ویسٹ لینڈ تک پایا جاتا ہے۔,0
1760,اسف خاندان (جسے بنو اسف بھی کہا جاتا ہے) ایک سنی مسلمان اور نسلی ترکمن خاندان تھے جو کیسروان کے ماؤنٹ لبنان کے علاقے میں مقیم سرداروں کا تھے۔,اسف خاندان (جسے بنو اسف بھی کہا جاتا ہے) ایک سنی مسلمان اور نسلی تھا - لبنان کے کیسروان خطے میں واقع سرداروں کی ترکمن خاندان - پہاڑی۔,0
1762,سنگل کو 12 اکتوبر ، 2012 کو اٹلی میں ریڈیو ایئر پلے پر جاری کیا گیا تھا ، اور اسے 3 دسمبر 2012 کو دنیا بھر میں بھیج دیا گیا تھا۔,سنگل کو 12 اکتوبر ، 2012 کو اٹلی میں ریڈیو ایئر پلے میں جاری کیا گیا تھا اور اسے 3 دسمبر 2012 کو دنیا بھر میں بھیجا گیا تھا۔,1
1764,آکٹویس وار مالیٹ کی دوسری بیٹی ، ایلس انا کیتھرین نے 24 جون 1852 کو کولون میں برطانوی قونصل خانے میں تھامس سے شادی کی۔,اوکٹیوس واری مالیٹ کی دوسری بیٹی ، ایلس انا کیتھرین نے 24 جون 1852 کو برطانوی قونصل خانے ، کولون میں تھامس سے شادی کی۔,1
1769,پروبوچینم ٹینیرم ایک قسم کا سمندری سست ہے ، بوکینیڈی فیملی میں ایک حقیقی گیسٹروپڈ مولسک ، پہیے والی سمندری۔,پروبوچینم ٹینیرم سمندری سست کی ایک قسم ہے ، جو فیملی بوکینیڈی ، سمندری پہیے میں ایک حقیقی گیسٹروپڈ مولسک ہے۔,1
1773,ڈیوڈ ڈیوڈ گوڈون کی نمائندگی ڈی جی اے ایسوسی ایٹس میں ایما ٹاؤنشینڈ نے کی ہے۔,ڈیوڈ گوڈون کی نمائندگی ڈی جی اے ایسوسی ایٹس میں ایما ٹاؤنشینڈ نے کی ہے۔,1
1775,انہوں نے مِٹ رومنی کو 34،000 امریکی ڈالر اور ٹیڈ کروز کو 7،000 امریکی ڈالر کا عطیہ بھی کیا ، جس میں ان کی 2016 کی صدارتی مہم بھی شامل ہے۔,انہوں نے ٹیڈ کروز کو ، 000 34،000 اور 7،000 امریکی ڈالر مِٹ رومنی کو بھی عطیہ کیا ، جس میں ان کی 2016 کی صدارتی مہم بھی شامل ہے۔,0
1776,سادہ میڈیم کو تعدد کے فارمولے _ 2 اور فارمولا _ 3 میں جذب اور اخراج کے موثر کراس سیکشن کے ساتھ نمایاں کیا جاسکتا ہے۔,تعدد فارمولا 2 اور فارمولا 3 میں جذب اور اخراج کے موثر کراس سیکشن کی طرف سے سادہ میڈیم کی خصوصیات ہوسکتی ہے۔,1
1779,ہل ٹاؤن کی نسل 93 ٪ بنیادی طور پر سفید ، 3 ٪ چینی اور 1 ٪ ایشین ہیں۔,ہل ٹاؤن کی نسل بنیادی طور پر 93 ٪ پر سفید ہے۔ 3 ٪ ایشین اور 1 ٪ چینی ہیں۔,0
1781,ڈی رائٹر ، جو لیڈن میں پیدا ہوئے تھے ، ایف سی اتریچٹ ، ایف سی ڈین بوش ، ایکسلسیئر ، آر کے سی والواجک اور ایف سی ایمن کے لئے کھیلے۔,لیڈن میں پیدا ہوئے ، ڈی رائٹر نے آر کے سی والواجک ، ایف سی ڈین بوش ، ایکسلسیئر ، ایف سی اتریچٹ اور ایف سی ایمن کے لئے کھیلا ہے۔,1
1782,ریاضی کے آپریٹرز کی اولیت کو تنقید کا نشانہ بنایا گیا ہے ، تصوراتی طور پر اور 'بٹ ویز منطقی آپریٹرز ہیں جیسے اور +۔,ریاضی کے آپریٹرز کی فوقیت کو تنقید کا نشانہ بنایا گیا ہے۔ تصوراتی طور پر ، اور اور BITISE منطقی آپریٹرز جیسے اور + ہیں۔,1
1783,1974 میں ، اقوام متحدہ ، ایشین ڈویلپمنٹ بینک اور ورلڈ بینک کے تعاون سے ، لاؤ پی ڈی آر نے اسٹیج II فنڈ کی بنیاد رکھی۔,ورلڈ بینک ، اقوام متحدہ ، اور ایشین ڈویلپمنٹ بینک کی حمایت سے ، لاؤ پی ڈی آر نے 1974 میں اسٹیج II فنڈ کی بنیاد رکھی۔,1
1788,دوسری سیریز کو ناقدین نے پہلے سے بہتر ریکارڈ کیا۔,پہلی سیریز ناقدین نے دوسرے سے بہتر ریکارڈ کی تھی۔,0
1801,1949 میں مشرقی جرمنی میں 1966 میں ، 1949 میں مغربی جرمنی میں آخری بار ، `` فال بیل '' کا استعمال کیا گیا تھا۔,1949 میں مغربی جرمنی میں 1966 میں ، 1949 میں مشرقی جرمنی میں آخری بار `` فالبیل 'کا استعمال کیا گیا تھا۔,0
1803,سیڈونا سے پورٹ لنکن تک جزیرہ نما آئیر پر ایک الگ تھلگ تنگ گیج ریلوے بھی موجود ہے۔,پورٹ لنکن سے سیڈونا تک جزیرہ نما آئیر پر ایک الگ تھلگ تنگ گیج ریلوے بھی موجود ہے۔,0
1807,ویبسٹر گروس سٹی کونسل میں کونسل کے ممبران ڈیبی سیلبرگ ، کیتھی ہارٹ ، گریگ مولر ، کین برنس ، ٹونی ہنٹ ، اور این ٹولن شامل تھے۔,ویبسٹر گروس سٹی کونسل میں کونسلرز گریگ مولر ، کین برنز ، کیتھی ہارٹ ، ڈیبی سالبرگ ، ٹونی ہنٹ اور این ٹولن شامل تھے۔,1
1810,اس گروپ نے بڑے پیمانے پر کھیلا اور اسرائیل میں مشہور ہوا ، اور یہاں تک کہ 2007 میں نیو یارک شہر میں بھی گیا۔,اس گروپ نے بڑے پیمانے پر دورہ کیا اور اسرائیل میں مشہور ہوا ، یہاں تک کہ 2007 میں نیو یارک شہر میں کھیل رہا تھا۔,0
1811,ایلٹن جان ہولی نے موسیقی سے متاثر کیا۔,ایلٹن جان موسیقی کے لحاظ سے ہولی سے متاثر تھا۔,1
1812,انہوں نے بلی ایکسٹین کے بینڈ کے ساتھ ریکارڈ کیا اور 1946 میں ، انہوں نے لیونل ہیمپٹن بینڈ کے ساتھ کھیلا۔,انہوں نے لیونل ہیمپٹن کے بینڈ کے ساتھ کھیلا اور 1946 میں انہوں نے بینڈ بلی ایکسٹائن کے ساتھ ریکارڈ کیا۔,0
1814,ان کی موسیقی کو بہت سے لوگوں نے ریپ میٹل اور صنعتی دھات کے اثرات کے ساتھ متبادل دھات کے طور پر سمجھا ہے۔ پچھلے انٹرویوز کے مطابق ، وہ خود کو `` قتل راک '' سمجھتے ہیں۔,ان کی موسیقی کو بہت سے لوگوں نے ریپ میٹل اور صنعتی دھات کے اثرات کے ساتھ متبادل دھات کے طور پر سمجھا ہے ، جو پچھلے انٹرویوز کے مطابق خود کو '' قتل - راک `کہتے ہیں۔,1
1816,سر رابرٹ کا بیٹا انتھونی گلوسٹر شائر کے ہاکسبری کے پہلے جینکنسن بیرونٹ کے پہلے باپ تھے۔,سر رابرٹ ، بیٹے انتھونی انتھونی ، ہاکسبری ، گلوسٹر شائر کے پہلے جینکنسن بیرونٹ کے والد تھے۔,0
1818,چاندلر نے کمپیوٹر کو سیکھنے کے ایک آلے کے طور پر دیکھا ، لیکن اس نے ایک غالب مقصدیت کو مسترد کردیا جس نے ڈیٹا کو معلومات اور معلومات کو علم کے طور پر تسلیم کیا۔,چاندلر نے کمپیوٹر کو سیکھنے کے ایک آلے کے طور پر پہچان لیا ، لیکن اس نے ایک مروجہ مقصدیت کو مسترد کردیا ، جس نے اعداد و شمار کو معلومات اور معلومات کو علم کے طور پر دیکھا۔,0
1820,اس کے بعد یہ دریائے واشیٹا کے جھیل ٹیکسوما کے بازو کے اوپر سے گزرتا ہے۔,پھر یہ دریائے واشیٹا کے جھیل ٹیکسوما بازو کو عبور کرتا ہے۔,1
1826,جارج ٹاؤن جھیل جارج ٹاؤن اور قریبی شہر راؤنڈ راک کے لئے پینے کے پانی کا ایک ذریعہ بھی ہے۔,جارج ٹاؤن جھیل جارج ٹاؤن اور قریبی شہر راؤنڈ راک کے لئے پینے کے پانی کا ذریعہ بھی ہے۔,0
1832,مندرجہ ذیل جدول میں LOD- کیپ ایبل رینڈرنگ کی کارکردگی اور ایک مکمل تفصیل کا طریقہ (`` brute - فورس '') کا موازنہ کیا گیا ہے۔,مندرجہ ذیل جدول میں ایل او ڈی واقف رینڈرنگ اور ایک مکمل تفصیل (`` بروٹ فورس '') کے طریقہ کار کی کارکردگی کا موازنہ کیا گیا ہے۔,1
1834,وولری گروپ کا تھاین ، میلان اور اس کے تجارتی انتظامیہ اور اٹلی میں اس کے تجارتی انتظامیہ اور چارٹر مینجمنٹ میں ہیڈ آفس ہے۔,وولیئر گروپ کا ہیڈ آفس تھائن ، میلان اور اٹلی میں اس کے تجارتی انتظام اور چارٹر مینجمنٹ میں تھا۔,1
1838,وہ اس رات ٹیکمسہ کے مغرب میں واقع اسٹیشن کی طرف لوٹتا ، پھر اس سے پہلے کہ اس کے پڑوسیوں کو مشکوک ہونے سے پہلے کسی دوسرے گھوڑے کے ساتھ وایلیٹ اسپرنگس پر سوار ہو۔,وہ اس رات ، ٹیکمسہ کے مغرب میں اسٹیشن جاتا ، اور پھر اس سے پہلے کہ اس کے پڑوسیوں کو مشکوک ہوسکتا ہے اس سے پہلے کسی دوسرے گھوڑے کے ساتھ وایلیٹ اسپرنگس میں واپس آجائے گا۔,0
1839,گیرکان ٹیگا ڈیرہ کے نئے رہنما سرجیئو بن گئے ، جو پیکالونگن کا مرکزی ریجنٹ بن گئے۔,`` جیرکان ٹگا ڈیرہ '' کے مرکزی رہنما سرجیئو تھے ، جو پیکالونگن کا نیا ریجنٹ بن گئے۔,0
1840,25 جون ، 1866 کو ، وہ لائسیا میں `` نیسا کا ٹائٹلر بشپ ، اور ویلتری کے بشپ مقرر ہوئے۔,انہیں 25 جون 1866 کو لیسیا میں `` نسا '' اور ویلتری کے ٹائٹلر بشپ کے معاون بشپ کے طور پر مقرر کیا گیا تھا۔,0
1842,چیر اور ایم سی اے لیبل تھے جن کے ساتھ 1970 کی دہائی میں کیپ کو زیادہ کامیابی ملی تھی اور وہ 1974 تک ان کے ساتھ رہے۔,کیپ اور ایم سی اے لیبل تھے جن کے ساتھ چیر کو ستر کی دہائی میں زیادہ کامیابی ملی تھی اور وہ 1974 تک ان کے ساتھ رہی۔,0
1844,یہ بات بھی قابل غور ہے کہ مندرجہ ذیل کوڈ ADL کے بغیر کام کرے گا (یہ بہرحال اس پر لاگو ہوتا ہے)۔,یہ بات بھی قابل غور ہے کہ مندرجہ ذیل کوڈ ADL کے بغیر کام کرے گا (اس کا اطلاق ویسے بھی اس پر ہوگا)۔,1
1846,وہ سائبر کنیکٹ 2 کے ذریعہ تیار کیے گئے تھے اور نمکو بانڈائی کے ذریعہ شائع کیا گیا تھا جس کا آغاز 2005 میں `` نارٹو: الٹیمیٹ ننجا '' سے ہوا تھا۔,وہ سائبر کنیکٹ 2 کے ذریعہ تیار کیے گئے تھے اور نمکو بانڈائی نے 2005 میں شروع کیا تھا `` ناروٹو: الٹیمیٹ ننجا '' کے ساتھ شروع کیا گیا تھا۔,1
1848,جان ملٹن نے شیکسپیئر سے مراد کیا ہے اور انجیلا وارن `` کوموس '' کے حوالے سے: '' شیشے ، ٹھنڈی ، ہلکی منتقلی کی لہر `` کے تحت۔,انجیلہ وارن سے مراد شیکسپیئر ہے اور جان ملٹن کے `` کوموس '' کے حوالے سے: `` شیشے ، ٹھنڈی ، پارباسی لہر کے تحت ''۔,0
1852,الیکس ایک اطالوی ٹیلی ویژن سیریز ہے۔ یہ سلسلہ الفریڈو کاسٹیلی ، گوگیلیمو ڈوکولی اور جیورجیو سکاٹلر نے لکھا تھا اور ویڈیو ٹائم کے ذریعہ تیار کیا گیا تھا۔,اطالوی ٹیلی ویژن سیریز الیکس الفریڈو کاسٹیلی ، گوگیلیمو ڈوکولی اور جیورجیو سکاٹلر نے لکھا تھا اور ویڈیو ٹائم کے ذریعہ تیار کیا گیا تھا۔,1
1854,الپس کے شمال میں آسٹریا تک جرمنی کے نام `` ونوتھیک '' اور جرمنی سے آسٹریا تک پھیل گیا۔,انوچے الپس کے شمال میں آسٹریا میں جرمنی کے نام `` ونوتھیک '' اور جرمنی سے آسٹریا تک پھیل چکے ہیں۔,1
1855,مہاراج گنج ہندوستانی ریاست بہار کے ضلع سیوان میں ایک اسمبلی حلقہ ہے۔,سیوان ہندوستانی ریاست بہار کے مہاراج گنج ضلع میں ایک اسمبلی حلقہ ہے۔,0
1856,اسمارٹاس ایک فلم ہے جس کی ہدایتکاری جینا سربو نے کی تھی اور اس میں جوی کنگ اداکاری کی گئی ہے۔,اسمارٹاس جینا سربو اور جوی کنگ کی ایک فلم ہے۔,1
1857,مشن کے دوران 65 فوجی ہلاک ہوگئے ہیں: 34 نائجیریائی ، 28 چاڈین ، 2 ٹوگولیس اور 1 برکینبی۔,اس مشن کے دوران ، 65 فوجی ہلاک ہوئے: 34 نائجیریائی ، 28 چیڈین ، 2 ٹوگولیس اور 1 برکینبی۔,1
1859,`` پتہ لگانے لامحدود '' میں ، جارجیٹ ہیئر کے لکھے ہوئے ایک اسرار ناول میں ، ایک کردار کا موازنہ آرمسٹرونگ سے کیا جاتا ہے۔,آرمسٹرونگ کے لکھے ہوئے ایک اسرار ناول میں ، `` پتہ لگانے لامحدود '' میں ، ایک کردار کا موازنہ جارجیٹ ہیئر سے کیا جاتا ہے۔,0
1860,چیربرگ کے زوال کی وجہ سے آخری عناصر ضائع ہونے کے ساتھ ہی ڈویژن کو نارمنڈی میں جنگ میں تباہ کردیا گیا تھا۔,چیربرگ کے زوال میں اس کے آخری عناصر ضائع ہونے کے ساتھ ہی اس ڈویژن کو نارمنڈی کی لڑائی میں تباہ کردیا گیا تھا۔,1
1870,ویمپتی چنینا ستیام (15 اکتوبر 1929 - 29 جولائی 2012) کوچیپوڈی ڈانسر اور ہندوستانی رقص کا گرو تھا۔,ویمپتی چنینا ستیام (15 اکتوبر ، 1929 - 29 جولائی ، 2012) کوچیپوڈی ڈانسر اور ہندوستانی ڈانس فارم کا گرو تھا۔,1
1871,ماس é نیو یارک کے ویسٹ چیسٹر کاؤنٹی میں پیدا ہوا تھا ، ہالینڈ ، مشی گن میں پلا بڑھا تھا اور وہ یورپ میں جوانی کے دوران رہتا تھا۔,ماس é ہالینڈ ، مشی گن میں پیدا ہوا تھا ، اور وہ نیو یارک کے ویسٹ چیسٹر کاؤنٹی میں پلا بڑھا تھا ، اور جوانی کے دوران یورپ میں رہتا تھا۔,0
1873,ایک ملٹی ویرسی آفاقی نوعیت اور اسی طرح کے درجہ بندی کے ساتھ متبادل کائنات کا ایک مجموعہ ہے۔,ایک ملٹی ویرس متبادل کائنات کا ایک مجموعہ ہے جس میں اسی طرح کی نوعیت اور ایک عالمگیر درجہ بندی ہے۔,0
1876,دریائے جیدانول دریائے جیول ڈی بنیان ، رومانیہ کی ایک آبدھی ہے۔,جیول ڈی ویسٹ ندی رومانیہ میں دریائے جیدانول کی ایک معاون ہے۔,0
1877,لندن میں مقیم ایک زیرزمین آزادانہ طور پر تیار کردہ الیکٹرانک میوزک میگزین تھا ، جس میں برطانوی میوزک اور بلیک میوزک کی مختلف شکلوں کا احاطہ کیا گیا تھا۔,شوک لندن میں واقع ایک برطانوی میوزک میگزین تھا جس میں کالی میوزک اور الیکٹرانک میوزک کی مختلف شکلوں کا احاطہ کیا گیا تھا۔,0
1887,انجن کا وزن ہے اور 54 انچ لمبا ، 29 انچ چوڑا اور 41 انچ اونچا ہے۔,انجن کا وزن ہے اور 54 انچ ، 29 انچ چوڑا اور 41 انچ لمبا ہے۔,0
1891,1977 میں ، نائی نے آبشاروں پر چڑھنے کے لئے روب ٹیلر کے ساتھ اسکاٹ لینڈ اور ناروے کا سفر کیا۔,1977 میں ، روب ٹیلر آبشاروں پر چڑھنے کے لئے اسکاٹ لینڈ اور ناروے کے ساتھ حجام کا سفر کیا۔,0
1894,باسی لینڈ 1964 کا اسٹوڈیو البم ہے جو بلی بائیرز اور اس کے آرکسٹرا کا ، میوزک باسی کے ذریعہ تیار کردہ اور ترتیب دیا گیا ہے۔,باس بسی لینڈ کاؤنٹ باسی اور ان کے 1964 کے آرکسٹرا کا ایک اسٹوڈیو البم ہے ، جس کی موسیقی بلی بائیرز نے تیار کی تھی اور اس کا اہتمام کیا تھا۔,0
1897,ایک طے شدہ پیمائش کے قابل فنکشن فارمولا 18 کے لئے ، فارمولا 19 ایک درمیانے متغیر ہے جس میں بے ترتیب فارمولا 20 اور تغیر فارمولا 21 ہے۔,ایک طے شدہ پیمائش کے قابل فنکشن فارمولا 18 کے لئے ، فارمولا 19 درمیانی فارمولا 20 اور تغیر فارمولا 21 کے ساتھ بے ترتیب متغیر ہے۔,0
1898,"""کائناتی ایکسپلورر"" کو یونیورسل جے جاپان ، یونیورسل میوزک اور پرفیوم ریکارڈز نے 6 اپریل 2016 کو چار مختلف شکلوں میں جاری کیا تھا۔",`` کاسمک ایکسپلورر '' کو 6 اپریل ، 2016 کو یونیورسل میوزک جاپان ، یونیورسل جے ، اور پرفیوم ریکارڈز نے چار مختلف شکلوں میں جاری کیا تھا۔,0
1903,وہ وسکونسن کے میلواکی میں انتقال کر گئے ، جہاں انہوں نے 5 مئی 1903 کو ریٹائر کیا۔,وہ وسکونسن کے میلواکی میں انتقال کر گئے ، جہاں 5 مئی 1903 کو وہ ریٹائر ہوئے۔,1
1907,بیٹکنورٹ نے گٹار کھیلا اور اسے نیو یارک شہر کے سٹرلنگ ساؤنڈ اسٹوڈیوز میں کرس گیہنگر نے مہارت حاصل کی۔,بیٹکنورٹ نے گٹار میں مہارت حاصل کی اور کرس گیرنگر نے اسے نیو یارک شہر کے سٹرلنگ ساؤنڈ اسٹوڈیوز میں کھیلا۔,0
1926,وہ کیلیفورنیا کے شہر تبورون میں پیدا ہوا تھا ، اور وہ نیو یارک کے بروکلین میں انتقال کر گیا تھا۔,یہ کیلیفورنیا کے شہر تبورون میں پیدا ہوا تھا ، اور وہ نیو یارک کے بروکلین میں انتقال کر گیا تھا۔,1
1932,اس کی خدمت کے بعد ، لاک ہارٹ فلوریڈا میں رہتا تھا ، لیکن حال ہی میں ٹیکساس چلا گیا۔,اس کی خدمت کے بعد لاک ہارٹ ٹیکساس میں رہتا تھا لیکن حال ہی میں فلوریڈا چلا گیا۔,0
1935,ڑککن کو صرف مباشرت ناظرین نے ہی ہٹا دیا تھا ، لہذا ان مناظر کو زیادہ مراعات یافتہ ہوسکتا ہے۔,ڑککن کو صرف مراعات یافتہ ناظرین سے ہٹا دیا گیا تھا ، لہذا یہ مناظر زیادہ مباشرت ہوسکتے ہیں۔,0
1939,ہمس میری لینڈ کے بیتیسڈا میں پیدا ہوئے تھے ، اور انہوں نے اپنا بچپن کینیڈا کے ساتھ ساتھ میکسیکو ، نائیجیریا اور مراکش اور چلی سمیت متعدد دیگر ممالک میں بھی گزارا۔,ہمس میکسیکو میں پیدا ہوا تھا اور اس نے اپنا بچپن کینیڈا میں گزارا تھا اور ساتھ ہی ساتھ چلی ، نائیجیریا ، مراکش ، بیتیسڈا اور میری لینڈ سمیت متعدد دیگر ممالک۔,0
1942,2008 - 09 کولوراڈو برفانی تودے کا سیزن فرنچائز کا 37 واں سیزن ، نیشنل ہاکی لیگ میں 14 واں ، اور کولوراڈو برفانی تودے کے طور پر 30 واں تھا۔,سیزن 2008 - 09 کولوراڈو ہمسھلن فرنچائز کا 37 واں سیزن ، نیشنل ہاکی لیگ میں 30 ویں اور کولوراڈو برفانی تودے کے طور پر 14 ویں نمبر پر تھا۔,0
1955,اس سیریز کا آغاز 18 اپریل ، 2009 کو آسٹریلیا میں نکلوڈین (نیوزی لینڈ اور نیوزی لینڈ) پر آسٹریلیا میں ہوا۔,اس سیریز کا آغاز 18 اپریل ، 2009 میں نیکلیڈون (نیوزی لینڈ اور نیوزی لینڈ) پر ہوا۔,1
1956,پیٹلجروی نیشنل پارک فن لینڈ کے شمالی کیریلیا کے علاقے الومانسی کا ایک قومی پارک ہے۔,پیٹیلجروی نیشنل پارک شمالی کیریلیا کے الومانسی خطے میں فن لینڈ کا ایک قومی پارک ہے۔,0
1957,یہ باضابطہ مندروں میں مشق کرنے والے کھانے کی خدمت اور کھانے کا زین انداز ہے۔,یہ زین ہے - رسمی مندروں میں مشق کرنے اور کھانے کا انداز۔,1
1963,5 مارچ ، 2011 کو ، ایم ٹی وی ہیو نے انی روسی کو ایک اسٹریمنگ لنک شائع کیا ، جس میں ریہناس '' روڈ بوائے `` پرفارم کرتے ہوئے۔,5 مارچ ، 2011 کو ، ایم ٹی وی ہیو نے انی روسی کے پرفارم کرنے والی انی روسی کے پرفارم کرتے ہوئے ایک اسٹریمنگ لنک شائع کیا۔,0
1969,گیرکان ٹیگا ڈیرہ کے نئے رہنما سرجیئو تھے ، جو پیکالونگن کا مرکزی ریجنٹ بن گئے تھے۔,گیرکان ٹیگا ڈیرہ کے نئے رہنما سرجیئو تھے ، جو پیکالونگن کا بنیادی ریجنٹ بن گئے تھے۔,1
1976,مارتھا لازاری اکتوبر 1943 میں قبرص میں پیدا ہوا تھا۔ وہ 16 سال کی عمر میں اپنے کنبے کے ساتھ لندن ، برطانیہ میں ہجرت کرگیا۔,مارتھا لازاری اکتوبر 1943 میں لندن میں پیدا ہوئی تھی اور وہ 16 سال کی عمر میں اپنے کنبے کے ساتھ قبرص ہجرت کرچکی ہے۔,0
