premise,choice1,choice2,question,label,idx,changed
I scratched my skin.,I was sweating.,It was burning.,cause,1,332,False
The man underwent emergency surgery.,He lost his temper.,He suffered from a heart attack.,cause,1,333,False
The muscles of a man's hands were numb.,He folded his arms.,He pushed his hands.,cause,0,334,False
The man raised his eyebrows.,He was wondering.,He felt disappointed.,cause,0,335,False
I forgave my partner's mistake.,I believed his intentions were good.,I believed he realized better.,cause,0,336,False
The man stopped smoking.,He started practicing more.,He began to walk early.,effect,0,337,False
The woman punched her attacker in the nose.,The body of his attacker died.,The attacker began to bleed.,effect,1,338,False
The arrow missed the target.,The man targeted the wrong.,The man was losing the game.,effect,0,339,False
The landlord claimed that the destroyer was coming to his house.,He discovered a mouse under the house.,He put a box of ants in his room.,cause,0,340,False
I suggested to my guest that we go out for dinner.,I was too tired to prepare anything.,My guest stayed very long.,cause,0,341,False
The girl caught her brother reading his diary.,He began to hide his diary.,He got a new diary.,effect,0,342,False
The woman ran out of money for rent.,He worked overtime.,He quit his job.,effect,0,343,False
The baby's hand was suddenly restored.,He touched the hot stove.,He touched the dog's head.,cause,0,344,False
The company wanted to measure customer satisfaction.,They offered discounts to new customers.,They did research on clients.,effect,1,345,False
The wooden floor cracked.,The boy threw the pillows on the couch.,The boy dragged a chair to the floor.,cause,1,346,False
I covered my face.,My enemy blamed me.,My enemy clenched his fists.,cause,1,347,False
The famous statue burned.,It was struck by light.,People came to pay homage to him.,cause,0,348,False
I removed the fruit on the table.,The fruit yielded seeds.,Flies surrounded the fruit.,effect,1,349,False
The female bale player split the fibers.,He pointed his toes.,He shook his ankle.,cause,1,350,False
The baby's shoe strap was untied.,He learned how to close it.,He went running in the playground.,cause,1,351,False
I was fascinated by the book.,I returned the book.,I wasted a lot of time.,effect,1,352,False
The man had the same beliefs as his parents.,Her parents persuaded her.,His parents rejected him.,effect,0,353,False
The car began to stop slowly.,It ran out of gas.,The driver fell asleep.,cause,0,354,False
The man ate ice cream in the sun.,The ice cream lost its flavor.,The ice cream dropped from the cone.,effect,1,355,False
I hung the drawing in the closet.,The carpet looked dirty.,The walls seemed empty.,cause,1,356,False
I quit my job early.,I had a headache.,My boss conducted the meeting.,cause,0,357,False
The puppy soiled the carpet.,He himself rebuked the puppy.,He himself gave the gift to the puppy.,effect,0,358,False
I apologized to my friend.,My friend forgave me.,My friend was angry.,effect,0,359,False
The man was different from the crowd.,He carried a shoulder bag.,He wore a neon T-shirt.,effect,1,360,False
The witness swore in the oath.,He completed his testimony.,He was falsely charged.,effect,1,361,False
The woman dyed her hair.,He wanted to look new.,He wanted to mix them up.,cause,0,362,False
Immigrants were arrested for living in the country illegally.,They got jobs.,They were removed from the country.,effect,1,363,False
The public speaker made a joke.,The audience cried.,The audience stopped.,effect,0,364,False
I looked at the sun.,The sun beat down on me.,The sun softened my skin.,effect,0,365,False
I felt tired.,I took a deep breath through my nose.,I went to my home.,effect,1,366,False
The meat was hard to cut.,The knife was missing.,The meat was raw.,cause,0,367,False
The woman declared bankruptcy.,He received a cash payment.,He was given a huge debt.,cause,1,368,False
The lights in my friend's apartment were turned on.,I wondered if he was out.,I decided to visit her.,effect,1,369,False
I put a flower under my nose.,Petals provided flowers.,I smelled the smell of or.,effect,1,370,False
The woman was taken aback by positive thoughts.,He got along with his childhood friend.,She screamed at her children.,effect,0,371,False
The student postponed the paper.,He sent the paper early.,He sent the paper unfinished.,effect,1,372,False
My car broke down.,I went to the shops.,I called a mechanic.,effect,1,373,False
I rejected the text.,It was unknown.,It was unreadable.,cause,1,374,False
The bird fluttered its wings.,She laid eggs.,He ascended on high.,effect,1,375,False
I parked it in a small driveway to the garage.,The garage was open.,The garage was full.,cause,1,376,False
The offender intended to shoot the victim.,The criminal put the gun down.,The criminal raised his hand.,effect,1,377,False
I was looking forward to the weekend.,I planned to attend my uncle's funeral.,I planned to attend my friend's wedding.,cause,1,378,False
I wasted a lot of time.,I had a lot of good ideas.,I was nauseous.,cause,0,379,False
The text was printed on unreadable documents.,The printer had a little ink.,The printer was not carrying paper.,cause,0,380,False
The national anthem was played in a stadium.,The fans turned to the flag.,Fans ran towards the stadium.,effect,0,381,False
The sauce lacked flavor.,I handled it.,I added salt.,effect,1,382,False
I put the towels in the light.,The towel absorbed the liquid.,The light retained viscosity.,effect,0,383,False
The woman interrupted in the middle of reading her book.,He put a mark on the paper.,He read the book again.,effect,0,384,False
The plane crashed.,The man tightened his seat belt.,The man looked out the window.,effect,0,385,False
The boy was shocked.,The girl ignored him.,The girl touched him with her finger.,effect,1,386,False
Doctors gave the patient an artificial leg.,They released his leg.,They managed its vital organs.,cause,0,387,False
The boy squeezed the girl's wrist.,He made an effort to move her shoulder.,He stretched out his hand from her.,effect,1,388,False
I asked my friend for advice.,I appreciated his comment.,I realized I was right.,cause,0,389,False
The boy stomped in the mud.,The mud rolled in his shoes.,The mud hit him in the face.,effect,0,390,False
The city got several inches of snow.,Schools were closed.,People hid underground.,effect,0,391,False
The employee's turn ended.,He went home for a day.,He threatened to quit his job.,effect,0,392,False
A tree destroyed the house.,A tree fell on the roof.,The tree cast a shadow on the yard.,cause,0,393,False
The wood cracked in the middle.,I added wood to the fire.,I lowered my ax to target the wood.,effect,1,394,False
The family congratulated the couple.,The couple announced their separation.,The couple announced that they had had a baby.,cause,1,395,False
The girl handed the boy a card.,He loved her.,He kissed her.,cause,0,396,False
I shook my head in agreement with my friend's statement.,I was confused.,I agreed with him.,effect,1,397,False
Friends swung the coin.,They wanted to find the right one.,They wanted to make the right decisions.,cause,1,398,False
The clock turned off in the kitchen.,The man unloaded the vegetables in the refrigerator.,The man handed the pizza to the stove.,effect,1,399,False
The woman set the goals she wanted.,He did not reach it.,He worked hard.,effect,1,400,False
A rich man died with a veteran.,Her son had legal problems.,His son inherited his wealth.,effect,1,401,False
The woman stepped on the fire.,The fire was extinguished.,Smoke billowed from the fire.,effect,0,402,False
The woman's car was in the maintenance section.,The driver's license had expired.,He had a car accident.,cause,1,403,False
I fell asleep and crossed my watch.,I prepared breakfast.,I missed breakfast.,effect,1,404,False
The journalist got out of the luxury car.,The camera flashed in its side.,His family attended a press conference.,effect,0,405,False
The woman sat for a long time in the bathroom.,The bath water was a little hot.,The bath water came out of the ball.,effect,0,406,False
A university student wanted to see more students on campus.,He supported the brotherhood.,He took an engineering course.,effect,0,407,False
I lifted the cushion pillow.,I was looking for coins.,I was rearranging the living room.,cause,0,408,False
Nyiga flew towards the boy.,The boy ran away.,The boy picked up the flower.,effect,0,409,False
The woman was convicted of a minor offense.,He was ordered to perform social services.,He was placed on a death row.,effect,0,410,False
I stirred the sugar in the hot tea.,The tea cooled.,Melted sugar.,effect,1,411,False
The war veteran walked with a limp.,He was taken into battle.,He was wounded in battle.,effect,1,412,False
The criminal fled from the soldiers.,The soldier went to the victims.,The soldier chased the criminal.,effect,1,413,False
The computer would not turn on.,Déixeo caer.,I added a charge.,effect,0,414,False
The space in the wardrobe ended for the woman.,He got a lot of clothes.,He rolled up his clothes.,effect,0,415,False
The man was devastated.,His wife gave birth.,His wife abandoned him.,cause,1,416,False
The man got a degree.,He got the qualities of the job he wanted.,An offer for his work was removed.,effect,0,417,False
The man's voice reached all parts of the audience.,He greeted the audience.,He spoke through a microphone.,cause,1,418,False
I threw the coin into the water.,The coin sank to the bottom.,The coin flashed in the middle.,effect,0,419,False
The player threw the ball towards the shaft.,The ball went into the ditch.,The ball returned to the player.,effect,0,420,False
I inhaled the dust in the ceiling.,I went to the kitchen.,I sneezed.,effect,1,421,False
The store accountant called them for safety.,The client spent counterfeit money.,The client let his front lamp light up.,cause,0,422,False
I threw the trash out.,Garbage brought a bad smell to the kitchen.,Unfortunately I gave up my shopping list.,cause,0,423,False
The family went to the zoo.,The children loved animals.,The children chased the animals.,effect,0,424,False
The man inhales loudly.,The kidneys refused.,The lungs were blocked.,cause,1,425,False
I had an extra ticket for the concert.,I asked my friend to point me to the scene.,I asked my friend if she could go.,effect,1,426,False
The air conditioner was damaged inside the house.,I took off the blanket.,I opened the window.,effect,1,427,False
The boy's back hurt.,The shoulder bag was open.,The shoulder bag was heavy.,cause,1,428,False
I bought my mother a gift.,I decorated the cake for her.,It was his birthday.,cause,1,429,False
Flowering plants in the garden were destroyed.,The bee stung the farmer.,Chindi dug up the bulbs of the plants.,effect,1,430,False
I lit a match.,The fire faded.,Brimstone generated fire.,effect,1,431,False
The rival parties signed a treaty.,They did not want to argue in court.,They wanted to rekindle their relationship.,cause,0,432,False
The children were sent to an orphanage.,Their parents died.,Their parents destroyed them.,cause,0,433,False
The meteor fell into the sea.,A tsunami struck.,Hail began.,effect,0,434,False
The wanderer confronted the venomous snake.,She was dehydrated.,She was scared.,effect,1,435,False
The stove caught fire.,I turned on the stove.,I threw the pan into the stove.,cause,0,436,False
He pressed the lemon peel.,Lemon made a mist.,Lemon was extracted.,effect,1,437,False
The country discovered new land.,The country demolished the land.,The country ruled the land.,effect,1,438,False
The glass fell on the table.,It broke and spread all over the floor.,It was placed in a pile of clothes to be washed.,effect,0,439,False
The table shook.,The floor was not exactly the same.,The floor was slippery.,cause,0,440,False
A father caught his sleeping son.,Her son admitted the truth.,The father trusted his son.,effect,0,441,False
The man's head hurt.,She swallowed a chest pill.,He swallowed aspirin.,effect,1,442,False
The train slowed down.,It was approaching the station.,It was going against his schedule.,cause,0,443,False
The man went through treatment.,Her relative has a mental illness.,She was diagnosed with a mental disorder.,effect,1,444,False
The woman grabbed his throat.,He swallowed his food.,He was fed with food.,cause,1,445,False
The woman had a sore throat.,His voice was heavy.,He spoke emphatically.,effect,0,446,False
The dog looked at the sides of the meat on the table.,He spat.,He lay down.,effect,0,447,False
The woman's business was successful.,He fired his employees.,He was rich.,effect,1,448,False
The students left the classroom.,The bell rang.,The teacher gave homework.,cause,0,449,False
The woman claimed to have seen a demon.,His understanding showed suspicion.,His understanding matched his.,effect,0,450,False
The man lost his hearing.,Almost lost in the ocean.,He is about to die in an explosion.,cause,1,451,False
The child cut the balloon cord.,The balloon came out of the wind.,The balloon went into the air.,effect,1,452,False
The man lost his ability to speak.,He had a stroke.,He took a deep breath.,cause,0,453,False
A woman tripped on a pedestrian's path.,There was a crack in the concrete.,He heard his name called.,cause,0,454,False
The man threw himself into the pool.,The rescuer threw himself after him.,The man drowned the rescuer.,effect,1,455,False
I took an antiseptic.,My infectious disease was gone.,My infectious disease spread.,effect,0,456,False
The traffic light flashed yellow.,The driver applied the brakes.,The driver blew the horn.,effect,0,457,False
The plastic container melted.,I soaked the vessel in hot water.,I put the container in the hot stove.,cause,1,458,False
The car broke down.,The driver stepped on the tip of the phone.,The driver walked while the red light was on.,cause,0,459,False
The boy read all night.,He skipped the test.,He passed the test.,effect,1,460,False
The little boy clung to the edge of the swimming pool.,He was afraid to swim.,The keeper of the pool grew up there.,effect,0,461,False
I put my hand on my chest.,I felt my heartbeat.,The heart rate increased.,effect,0,462,False
A building near my office was under construction.,My office was crowded.,My office was noisy.,effect,1,463,False
Families wanted to get to know their new neighbors.,The family invited their neighbors over for dinner.,The families waved to their neighbors from their garden.,effect,0,464,False
Water flowed out of the pool.,The swimmer dived into the pool.,The swimmer floated in the pool.,cause,0,465,False
I chewed on a piece of watermelon.,Unfortunately I swallowed the field.,Unfortunately I cut my tooth.,effect,0,466,False
The boy stumbled.,His coat was unzipped.,His shoelaces were untied.,cause,1,467,False
The woman wore an earring.,He was bothered by the noise.,He pierced his ears.,cause,0,468,False
I refilled my water bottle.,I drank all the water in it.,I put it in the refrigerator.,cause,0,469,False
The television show was evaluated for its language.,It had a ridiculous language.,It had a hard structure.,cause,0,470,False
The ship crashed.,The crew drowned.,The crew was confronted by pirates.,effect,0,471,False
The boy was puzzled by the riddle.,He solved the riddle.,He asked for a clue.,effect,1,472,False
The phone rang.,The man lost his phone.,The man received the call.,effect,1,473,False
The woman was staring at me.,I hugged him.,I felt anxious.,effect,1,474,False
The group remained a museum.,They took pictures of the exhibition.,They watched all the shows.,cause,1,475,False
The man began to argue with the mie.,My friend introduced me to a man.,My friend stood up for me.,effect,1,476,False
The ball in my bike was asleep.,I put the wind in the tire.,I changed gears on the bike.,effect,0,477,False
The girl appeared to be paralyzed.,Her father read her a story.,His father touched his forehead.,effect,1,478,False
The pen finished the ink.,I used a pencil.,I signed my name.,effect,0,479,False
The man was denied a loan.,He was in debt.,He started a business.,cause,0,480,False
The girl stayed home from school.,He had chickenpox.,He enjoyed reading arithmetic.,cause,0,481,False
The garbage bag was full.,I sent them to the leaf.,I tossed them under the toilet bowl.,effect,0,482,False
I cleaned the carpet.,My colleagues in the room poured a drink.,My dog shed his hair.,cause,1,483,False
The man was angry.,He turned off his computer.,He threw the chair into the room.,effect,1,484,False
The girl threw a leaf into the fire camp.,The leaf burned.,The fire was extinguished.,effect,0,485,False
The man came out of the bathtub.,The hot water was gone.,He did not see the towels.,cause,0,486,False
Parents wanted their children to go to university.,They set aside money for extra tuition.,They encouraged their children to play outside.,effect,0,487,False
The man untied his shoelaces.,The shoes were loose.,The shoes were dirty.,effect,0,488,False
The man ate half a pot of meat.,The rest he put in the refrigerator.,He kept the recipe.,effect,0,489,False
My ankle was swollen.,I put ice on it.,I smeared lotion on it.,effect,0,490,False
The door to my office was wide open.,I talked to my colleagues at the desk.,I heard a conversation in the hall.,effect,1,491,False
I had to wait in line.,I sat down.,I read the newspaper through.,effect,1,492,False
The man hit her with a fly.,The fly flew away.,The fly remained stagnant.,effect,0,493,False
The man wrote a will.,He was dying.,He had died with his wife.,cause,0,494,False
The athlete felt as if his opponent was growing closer to him.,He came out of the competition.,He accelerated.,effect,1,495,False
I thought carefully about the problem.,I asked for advice.,I found a solution.,effect,1,496,False
The traveler passed through a suspended bridge.,She was scared.,He was happy.,effect,0,497,False
The man relied on the group's victory.,He saw his friend watching the game.,Make a bet with his friend.,effect,1,498,False
The boy could not sleep.,He set his alarm clock.,He counted the sheep.,effect,1,499,False
