premise,choice1,choice2,question,label,idx,changed
طالب علم گیلے تکیے لے کر کلاس روم پہنچا۔,اس کی چھتری ٹوٹ گئی۔,اس کی موٹرسائیکل چوری ہوگئی تھی۔,cause,0,163,False
کمپیوٹر اسکرین پر کچھی منتقل ہوگئی۔,صارف نے کچھی پر کلک کیا۔,صارف نے کچھی کو منتقل کیا۔,cause,1,164,False
ڈرائیور نے چکر کا راستہ اختیار کیا۔,یہ حادثہ شاہراہ پر پیش آیا۔,وہ اس کے سامنے ٹرک کی پیروی کرتا تھا۔,cause,0,165,False
میں نے پانی کے پٹا پر پانی سے بھیگے ہوئے کپڑے کو لٹکا دیا۔,پھر یہ سوکھ گیا۔,لاسی دھبوں میں چلا گیا۔,effect,0,166,False
اس عورت نے سیاہ شیشے پہنے ہوئے تھے۔,سورج کی روشنی روشن تھی۔,اس نے اپنی ٹوپی اتار دی۔,cause,0,167,False
اس شخص نے رات کے آسمان پر گھورا۔,اس کی خواہش تھی کہ موسم گرما ہو۔,اس نے سوچا کہ یہ اچھا ہے۔,cause,1,168,False
میں نے بور محسوس کیا۔,میں جلدی سے بستر پر گیا۔,میں ساری رات جاگتا رہا۔,effect,0,169,False
وہ شخص حجام کے پاس گیا۔,وہ اپنے بالوں میں اضافہ کر رہی تھی۔,اس کے بال لمبے تھے۔,cause,1,170,False
لڑکے نے کلاس روم میں نئے طالب علم کو چھیڑا۔,لڑکے نے نئے طالب علم کا خیرمقدم کیا۔,لڑکا نیا طالب علم پسند نہیں کرتا تھا۔,effect,1,171,False
میں نے دودھ کا ایک گلاس ترس لیا۔,میں بسکٹ کھاتا تھا۔,میں روٹی پکاتا تھا۔,cause,0,172,False
بارش ہونے لگی۔,ڈرائیور نے ٹارچ لائٹس کو آن کیا۔,ڈرائیور نے کار کو پیچھے کی طرف تبدیل کیا۔,effect,0,173,False
زیادہ تر پارکنگ لاٹ خالی تھے۔,میں نے گلی کے وسط میں کھڑا کیا۔,میں نے اسے دروازے کے قریب کھڑا کیا۔,effect,1,174,False
مصنف بل جمع کروانے کی آخری تاریخ سے محروم رہا۔,مصنف نے اسے روک تھام کا حکم دیا تھا۔,اس نے بل میں ترمیم کی۔,cause,0,175,False
ساتھی نے مجھے فون کیا۔,میں سپروائزر سے بات کرنا چاہتا تھا۔,مجھے اپنا شناختی نمبر ملا۔,cause,0,176,False
ہوا نے کھلی کھڑکی سے اڑا دیا۔,ڈور بیل کی گھنٹی بجی۔,پردے لرز اٹھے۔,effect,1,177,False
میرے گھر میں بجلی چلی گئی۔,میں نے لائٹس نکالیں۔,میں نے فیوز آف کردی۔,cause,1,178,False
ویٹ لفٹر اس کے پاؤں پر پھیل گیا۔,اس نے آئینے کے سامنے اپنے پٹھوں کو دکھایا۔,اس نے لوہے کو اپنے سر پر اٹھا لیا۔,effect,1,179,False
طالب علم نے اپنے سر میں ریاضی کرنے کی کوشش کی۔,اس نے کیلکولیٹر کو روک دیا۔,وہ الجھن میں تھا۔,effect,1,180,False
بچہ سو گیا۔,باپ نے بچے کا ڈایپر تبدیل کیا۔,باپ نے آہستہ آہستہ بچے کو ہلا کر رکھ دیا۔,cause,1,181,False
لڑکی نے لڑکے پر پانی کا غبارہ پھینک دیا۔,لڑکے کو ہچکچاہٹ ہوئی۔,لڑکے کی شادی ہوگئی۔,effect,1,182,False
فوٹو گرافر کیمرے پر فلیش استعمال کرنا بھول گیا۔,شبیہہ دھندلا ہوا۔,تصویر میں موجود ہر شخص نے مسکرانے سے انکار کردیا۔,effect,0,183,False
میں نے سالگرہ کی دعوت سے انکار کردیا۔,میں تنہا تھا۔,میں شہر سے باہر تھا۔,cause,1,184,False
میں نے مشق کی۔,میں نے مضبوط محسوس کیا۔,میں خوفزدہ تھا۔,effect,0,185,False
میں نے ایک پتلی اسفنج کو نچوڑا۔,یہ گیلے تھا۔,اس سے پانی بہہ گیا۔,effect,1,186,False
سیاح فیری پر سوار تھے۔,باقی علاقہ جلد ترتیب دیا گیا تھا۔,باقی علاقہ جزیرے پر تھا۔,cause,1,187,False
لڑکے کے پاس ایک ٹوجو ہے۔,وہ سوئیاں سے ڈرتا تھا۔,وہ بغاوت کرنا چاہتا تھا۔,effect,1,188,False
میرے گھر کے باہر کھڑی ایک نامعلوم گاڑی۔,میں پریشان تھا۔,میں نے فوجیوں کو فون کیا۔,effect,0,189,False
مجرم نے اپنے آپ کو اندر ہتھیار ڈال دیئے۔,ثبوت اس میں شامل تھے۔,اس کے خلاف کوئی ثبوت نہیں تھا۔,cause,0,190,False
موٹے آدمی نے وزن کم کرنے کا فیصلہ کیا۔,اس نے مٹھائیاں کھانا چھوڑ دیا۔,اس نے کیفین سے پرہیز کیا۔,effect,0,191,False
لڑکی نے برف پر قدم رکھا۔,وہ پھسل گیا۔,وہ کانپ اٹھی۔,effect,0,192,False
عورت کی آنکھ کے نیچے ایک دائرہ ہے۔,وہ ساری رات جاگتا رہا۔,اس نے اپنے بیٹے کو سونے کے لئے بھیجا۔,cause,0,193,False
لاوا آتش فشاں سے بہہ گیا۔,آتش فشاں پھٹ گیا۔,آتش فشاں پرسکون تھا۔,cause,0,194,False
عورت نے اپنے جوتے لگائے۔,وہ تقریب میں سب کو جانتا تھا۔,وہ پارٹی چھوڑنا چاہتا تھا۔,cause,1,195,False
میں نے جیل گارڈ کی ادائیگی کی۔,اس نے مجھے جیل میں جانے کی اجازت دی۔,اس نے مجھے جیل میں رکھا۔,effect,0,196,False
ایگزیکٹو دیوالیہ ہو گیا۔,اس نے کمپنی کے حصص فروخت کیے۔,اس نے اپنا مال کھو دیا۔,cause,1,197,False
وہ شخص ڈاکٹر کے پاس گیا۔,ڈاکٹر چھٹی پر تھا۔,وہ شخص بیمار تھا۔,cause,1,198,False
میں نے اپنے بیڈروم کو کھڑکی سے چھوڑا۔,گھر میں آگ لگ گئی۔,مکان خالی تھا۔,cause,0,199,False
لڑکے کی انگلیاں جھرری ہوئی۔,اس نے ایک طویل وقت کے لئے نہانا۔,اس نے اپنی انگلیوں پر صابن کو رگڑا۔,effect,0,200,True
میں دودھ تھوک دیتا ہوں۔,دودھ میں تلخ ذائقہ تھا۔,میرا منہ خشک تھا۔,cause,0,201,False
مجھے بس یاد آئی۔,میں کام کرنے گیا تھا۔,مجھے کام کے لئے دیر ہوگئی۔,effect,1,202,False
ٹرک کار سے ٹکرا گیا۔,ٹرک نے رفتار میں اضافہ کیا۔,کار ٹوٹ گئی۔,effect,1,203,False
ٹیم نے ٹورنامنٹ کو ان کے فائدے کے لئے دھوکہ دیا۔,وہ جیت گئے۔,انہوں نے رضاکارانہ خدمات انجام دیں۔,effect,0,204,False
سوڈا کی ایک بوتل آواز بناتی ہے۔,میں نے بوتل کو پلٹ دیا۔,میں نے ڑککن لپیٹ دی۔,cause,1,205,False
لڑکا اپنے گھر سے بند تھا۔,وہ کھلی کھڑکی سے گھس گیا۔,وہ چھت پر چڑھ گیا۔,effect,0,206,False
ڈور بیل کی گھنٹی بجی۔,اجنبی نے دروازہ کھٹکھٹایا۔,اس عورت نے دروازے کے کیہول سے دیکھا۔,effect,1,207,False
اس شخص نے اس کا سوٹ گندگی سے دوچار کیا۔,اس نے انہیں لانڈری دھوتے ہوئے پایا۔,اس نے اسے اپنی الماری میں لٹکا دیا۔,effect,0,208,False
لڑکی نے ٹوتھ پیسٹ کی ایک ٹیوب نچوڑ دی۔,ٹوتھ پیسٹ ٹیوب سے بہہ گیا۔,لڑکی تھوک ٹوتھ پیسٹ۔,effect,0,209,False
جنگ سے شہریوں کی ہلاکتیں دوگنی ہوگئیں۔,جنگ کے مخالفین نے مارچ کیا۔,جنگ کے مخالفین نے پریڈ کا آغاز کیا۔,effect,0,210,False
لڑکی نے جلدی سے اپنے بالوں سے ربن کھینچ لیا۔,اس نے ربن باندھ دیا۔,ربن بچکانہ نظر آیا۔,cause,1,211,False
اس شخص نے جینیاتی سرجری کروائی۔,وہ بوڑھا ہو گیا۔,وہ جوان نظر آیا۔,effect,1,212,False
بچہ مرغی انڈے سے باہر آگیا۔,انڈا ہیچ تھا۔,میں نے انڈا توڑ دیا۔,cause,0,213,False
قیدی بھوکا تھا۔,اس کی موت ہوگئی۔,وہ بھاگ گیا۔,effect,0,214,False
اس شخص نے سیڑھیوں پر اپنا توازن کھو دیا۔,وہ سیڑھیوں پر چڑھ گیا۔,وہ سیڑھیوں سے نیچے گر گیا۔,effect,1,215,False
اس نے بیج کو مارا۔,اس نے سوڈا تمباکو نوشی کی۔,اس نے ایک سوڈا کین کھولا۔,cause,0,216,False
سرد ہوا نے کھڑکی سے اڑا دیا۔,میں پرسکون ہوگیا۔,میں کانپ گیا۔,effect,1,217,False
طالب علم کو کالج جانے کے لئے ٹیوشن کی ادائیگی کا موقع ملا۔,اس کے ہم جماعت نے اس کا احترام کیا۔,اسے اچھے نتائج ملے۔,cause,1,218,False
لڑکی نے لڑکے کو چھیڑا۔,وہ اس کے پاس رہتا تھا۔,وہ اس سے محبت کے جذبات کے ساتھ بڑھ گیا۔,effect,1,219,False
ایک بھوکے بیڈوین نے کھانا چوری کیا۔,اس نے ہمدردی کو جنم دیا۔,اس کے پاس پیسہ نہیں تھا۔,cause,1,220,False
میں نے اپنے دوست کو چیٹ کے لئے بلایا۔,میں رازداری چاہتا تھا۔,میں نے تنہا محسوس کیا۔,cause,1,221,False
اس شخص نے مجھ سے ہاتھ تھام لیا۔,میں نے اس کا ہاتھ ہلایا۔,میں نے اسے تھپڑ مارا۔,effect,0,222,False
میں نے اس سے گریز کیا۔,آتش بازی کو ہوا میں فائر کیا گیا۔,پلیٹ میرے سر کی طرف اڑ گئی۔,effect,1,223,False
لڑکی نے اپنے ناخنوں پر چبا لیا۔,وہ پریشان تھا۔,وہ حیران تھا۔,cause,0,224,False
میں نے کیلنڈر کے صفحات کا رخ موڑ دیا۔,میں نے کیلنڈر پر ملاقات کا نشان لگایا۔,یہ مہینے کا آغاز تھا۔,cause,1,225,False
خداوند نے دریافت کیا کہ اس کی بیوی ضمنی تعلقات کے ساتھ بڑی ہوئی ہے۔,اس نے اپنے وکیل کو برطرف کردیا۔,اس نے طلاق کا عمل شروع کیا۔,effect,1,226,False
لڑکی نے گیند گرا دی۔,گیند مارا۔,گیند چمک رہی ہے۔,effect,0,227,False
لڑکی نے ٹیسٹ میں غلطی کی۔,اس نے جواب کا اندازہ لگایا۔,اس نے اپنا جواب حذف کردیا۔,effect,1,228,False
کھلاڑی نے اپنے مخالف کا مقابلہ کیا۔,اس کے مخالف کو گیند مل گئی۔,اس کا مخالف زمین پر گر گیا۔,effect,1,229,False
میں نے میدان سے ٹماٹر اٹھایا۔,وہ پکے تھے۔,میں نے انہیں پانی پلایا۔,cause,0,230,False
وہ شخص پیار ظاہر کرنا چاہتا تھا۔,اس نے اپنی سابقہ ​​گرل فرینڈ سے لنچ کے لئے ملاقات کی۔,اس نے اپنے بوائے فرینڈ کے لئے چاکلیٹ خریدی۔,effect,1,231,False
تھرمامیٹر کے اندر پارا گلاب ہوا۔,میں نے تھرمامیٹر گرا دیا۔,موسم بہت گرم تھا۔,cause,1,232,False
طوفان شہر کی طرف آیا۔,عدالت کی چھت گر گئی۔,شاہراہ خطرناک تھی۔,effect,0,233,False
طلباء کو ایک ٹہنی مل گئی۔,اس کے نشانات میں بہتری آئی۔,اس نے ٹیسٹ میں دھوکہ دیا۔,effect,0,234,False
میں نے آرام محسوس کیا۔,میں سڑک پر گھٹنے ٹیکتا ہوں۔,میں نے اپنے آپ کو ایک کمبل سے ڈھانپ لیا۔,effect,1,235,False
میں نے پتھر لپیٹا۔,یہ پھسل تھا۔,یہ چمک رہا تھا۔,effect,1,236,False
میں نے کافی میں چینی شامل کی۔,کافی کو تلخ بو ہوئی۔,کافی کا میٹھا ذائقہ تھا۔,effect,1,237,False
وہ شخص کاغذی کارروائی سے گزرا۔,اسے کاغذ سے کاٹا گیا تھا۔,اس نے کاغذات پھاڑ دیئے۔,effect,0,238,False
میں نے ہتھوڑے سے کیل مارا۔,کیل بورڈ میں ڈوب گیا۔,کیل زنگ آلود ہے۔,effect,0,239,False
مچھلی نے بیلٹ کھینچ لیا۔,ماہی گیر نے مچھلی کو کفن کی طرف کھینچ لیا۔,ماہی گیر نے بیلٹ کو واپس پانی میں پھینک دیا۔,effect,0,240,False
لڑکا اسکول جانے پر شرمندہ تھا۔,وہ سوجن ہوا۔,اس نے اپنی بیساکھی نکال دی۔,effect,0,241,False
میرے چہرے کے تاثرات روشن ہوگئے۔,مجھے خوشخبری ملی۔,میں نے اپنا صبر کھو دیا۔,cause,0,242,False
میں نے تولیہ سے اپنے ہاتھوں کا صفایا کیا۔,تولیہ گیلے تھا۔,میرے ہاتھ گیلے تھے۔,cause,1,243,False
اس شخص نے کرسی پر توازن کھو دیا۔,کرسی نے اسے زمین پر ہلا کر رکھ دیا۔,اس نے پینٹ کو کرسی پر ڈالا۔,cause,0,244,False
کھلاڑیوں نے ایک دوسرے کو براہ راست مورد الزام ٹھہرایا۔,وہ اپنا کھیل ہار گئے۔,ان کے کوچ نے اس مشق کو ملتوی کردیا۔,cause,0,245,False
میں معافی چاہتا تھا۔,مجھے اپنے فیصلے پر افسوس ہوا۔,میں نے اپنے مقاصد حاصل کیے۔,cause,0,246,False
وہ خاتون اس کی تقرری سے تنگ آگئی تھی۔,اس نے اپنے بارے میں اپنے سوالات پوچھے۔,اس نے اپنے بارے میں مستقل طور پر بات کی۔,cause,1,247,False
لڑکی مسکراہٹ کے ساتھ روشن ہوگئی۔,اس کے گال سرخ ہوگئے۔,اس کے بٹنوں نے دکھایا۔,effect,1,248,False
دشمن کے جہاز پھٹ گئے۔,یہ میرے اوپر گزر گیا۔,یہ بندرگاہ پر لنگر انداز ہوا۔,cause,0,249,False
اس شخص نے اس کی ٹانگ زخمی کردی۔,اس نے گھاٹی میں غوطہ لگایا۔,اس نے ٹوٹے ہوئے شیشے پر پتھراؤ کیا۔,cause,1,250,False
جاسوسوں نے اپنی انگلیوں سے جرائم کے علاقے سے دھول کو ہٹا دیا۔,انہوں نے قاتل کی شناخت دریافت کی۔,انہیں جرائم کے منظر میں ہتھیار ملے۔,effect,0,251,False
شاہراہ پر بھاری ٹریفک تھی۔,میں نے ایک شارٹ کٹ پاس کیا۔,میں نے موٹر سائیکل کا راستہ طلب کیا۔,effect,0,252,False
ملک کی معیشت گر گئی۔,بہت سے لوگ بیمار تھے۔,زیادہ تر لوگ بے روزگار تھے۔,effect,1,253,False
ایک روڈ ماسٹر نے بچوں کے لئے ایک سیٹی اڑا دی۔,وہ جانا چاہتے تھے جہاں سے ٹریفک آرہا تھا۔,اس نے انہیں اپنے پڑوس سے پہچان لیا۔,cause,0,254,False
میں نے اپنے دوست کی طرف آنکھیں پھیریں۔,اس نے مجھے سچ بتایا۔,اس نے توہین آمیز ریمارکس دیئے۔,cause,1,255,False
کار بغیر کسی گیس کے چلا گیا۔,ڈرائیور سڑک پر مارا گیا۔,ڈرائیور نے جنگجوؤں کو اٹھایا۔,effect,0,256,False
وہ عورت ترسیل کے کمرے میں گئی۔,بچہ پیدا ہوا تھا۔,عورت کو صبح کا درد تھا۔,effect,0,257,False
اس شخص کی ٹوپی بند تھی۔,اس نے اپنی ٹوپی اتار دی۔,باہر ہوا تھی۔,cause,1,258,False
لڑکی نے ایک ساتھی طالب علم کی سالگرہ کی تقریب میں شرکت کی۔,اس نے دعوت قبول کرلی۔,اس نے ایک تحفہ خریدا۔,cause,0,259,False
لڑکے کو اس کے ماتھے میں گرم جوشی محسوس ہوئی۔,اس کی ماں نے اس کی طرف گرم جوشی سے دیکھا۔,اس کی ماں اسے باغ میں لے گئی۔,effect,0,260,False
اس شخص نے خود کو اسپرے پینٹ کیا۔,وہ اپنی تاریخ کی تصویر بنانا چاہتی تھی۔,اس نے اپنے بالوں کو چکنائی دی۔,cause,0,261,False
گھر میں بجلی بند کردی گئی تھی۔,میں نے ٹارچ کی تلاش کی۔,میں نے ایک بیلچہ اٹھایا۔,effect,0,262,False
یہ خاندان ایک بڑے گھر میں چلا گیا۔,اس نوجوان نے ہائی اسکول سے گریجویشن کیا۔,ماں نے جڑواں بچوں کو جنم دیا۔,cause,1,263,False
رنر نے ایک سست حرکت کا استعمال کیا۔,وہ اپنی طاقت کو محفوظ رکھنا چاہتا تھا۔,اس نے آخری لائن دیکھی۔,cause,0,264,False
لڑکے نے وینڈنگ مشین کو نشانہ بنایا۔,مشین اپنی تبدیلی کو تھوک دیتی ہے۔,پٹے کا بیگ پھنس گیا تھا۔,effect,1,265,False
میرے دوست کا کتا فوت ہوگیا۔,میں نے آنکھیں اس کی طرف موڑ دیں۔,میں نے اسے گلے لگایا۔,effect,1,266,False
مرچنٹ کا کریڈٹ کارڈ گر گیا۔,اس نے IOU لکھا۔,اس نے نقد رقم ادا کی۔,effect,1,267,False
آدمی نے لعنت کی۔,اس نے اپنے ناخن کاٹے۔,اسے انگلی پر مارا گیا۔,effect,1,268,False
اس شخص نے اپنے بھائی کی وجہ سے ہونے کا بہانہ کیا۔,اس کے بھائی کو ان کے والدین نے ایک دلیل دی تھی۔,اس کے بھائی کو لاء اسکول میں داخل کیا گیا تھا۔,cause,1,269,False
لڑکی شمسی توانائی کے بارے میں جاننا چاہتی تھی۔,وہ لائبریری گیا۔,اس نے ستاروں کی طرف دیکھا۔,effect,0,270,False
پوسٹر دیوار میں پھنس گیا۔,میں نے دروازے پر ایک پوسٹر رکھا۔,میں نے اپنی پسلیوں پر ایک ربن ڈالا۔,cause,1,271,False
موکل نے عمارت کے لئے معمار کے منصوبوں کی منظوری دے دی۔,معمار نے عمارت کو ڈیزائن کیا۔,معمار نے منصوبوں پر نظر ثانی کی۔,effect,0,272,False
اس شخص نے اپنا چمچہ گرا دیا۔,اس کا ہاتھ لرز رہا تھا۔,اس نے چمچ چاٹ لیا۔,cause,0,273,False
کمپنی کے سی ای او نے استعفیٰ دے دیا۔,بورڈ آف ڈائریکٹرز نے کمپنی کو تحلیل کردیا۔,بورڈ آف ڈائریکٹرز نے متبادل کی تلاش کی۔,effect,1,274,False
مجھے دیر سے لیکچر پہنچنے میں دیر ہوگئی۔,میں پچھلی قطار میں بیٹھ گیا۔,میں پوڈیم کے قریب پہنچا۔,effect,0,275,False
اس شخص کو جیل سے رہا کیا گیا تھا۔,اس کے اہل خانہ نے اس کے قرض کی ادائیگی کی۔,اس نے اپنے ساتھی قیدیوں پر حملہ کیا۔,cause,0,276,False
کنبہ نے اپنا سارا سامان کھو دیا۔,انہوں نے اپنا گھر بیچ دیا۔,ان کا گھر جل گیا۔,cause,1,277,False
مجھے ایلومینیم کنستر میں مارا پیٹا گیا۔,بوتل کی مرمت کی جارہی تھی۔,درخواست کو مارا گیا۔,effect,1,278,False
لڑکی ڈسکشن ٹیم میں شامل ہوگئی۔,اس نے کمپیوٹر استعمال کرنا سیکھا۔,اس نے بات چیت کی مہارتیں سیکھی۔,effect,1,279,False
میرے جذبات کو تقویت ملی۔,میں نے موسیقی سنی۔,میں نے برتن بنائے۔,cause,0,280,False
رفاہی تنظیم فنڈز اکٹھا کرنے کے لئے نکلی ہے۔,انہوں نے بے گھر افراد کو کھلایا۔,ان کی نیلامی تھی۔,effect,1,281,False
رول کاسٹ ایک کھڑی ڈھلوان سے نیچے گر گیا۔,مسافر ہنس پڑے۔,مسافروں نے چیخا۔,effect,1,282,False
میں ناراض تھا۔,گھر سے نکلتے ہی میں نے میل باکس کو چیک کیا۔,گھر سے نکلتے ہی میں نے دروازہ کھٹکھٹایا۔,effect,1,283,False
وہ شخص طلوع آفتاب دیکھنا چاہتا تھا۔,اس نے شمال کا سفر کیا۔,وہ جلدی اٹھا۔,effect,1,284,False
اس نے کاغذ جوڑ دیا۔,میں نے کاغذ کو دوبارہ کام کیا۔,کاغذ پھٹا ہوا تھا۔,effect,1,285,False
ملک کو قدرتی آفت کا نشانہ بنایا گیا۔,دوسرے ممالک کے رہنماؤں نے اتحاد قائم کیا۔,دوسرے ممالک کے رہنماؤں نے ہنگامی امداد بھیجی۔,effect,1,286,False
لڑکے کے کپڑے پہنے ہوئے تھے۔,وہ تالاب کے اوپر چڑھ گیا۔,وہ ایک تالاب میں گر گیا۔,cause,1,287,False
طالب علم نے جلدی سے کتاب ختم کردی۔,یہ لائبریری کو بحال کرنے کی خواہش کی وجہ سے تھا۔,اس نے اسے اپنے دوست سے لیا۔,cause,0,288,False
مجرم ہلاک ہوگیا۔,اسے جیل بھیج دیا گیا۔,اسے موت کی سزا سنائی گئی۔,cause,1,289,False
سورج کی روشنی کمرے میں داخل ہوئی۔,میں نے پردہ کھولا۔,میں نے دروازہ کھولا۔,cause,0,290,False
میں نے مجسمے کے بال کھینچ لئے۔,اس کے مصنوعی بال گر گئے۔,اس نے سر منڈوایا۔,effect,0,291,False
ایڈیٹر نے بل میں ہونے والی سزا کا حوالہ دیا۔,اسے بل مجبور پایا۔,اسے جملے کو متنازعہ پایا۔,cause,1,292,False
خاتون نے اپنا کریڈٹ کارڈ اکاؤنٹ منسوخ کردیا۔,اس نے دریافت کیا کہ کارڈ موجود نہیں تھا۔,اسے کارڈ کی میعاد ختم ہونے کی تاریخ کا پتہ چلا۔,effect,0,293,True
مرد اور عورت محبت میں پڑ گئیں۔,انہوں نے کالج میں تعلیم حاصل کی۔,ان کی شادی ہوگئی۔,effect,1,294,False
موسیقی سننے کے لئے بہت کمزور تھا۔,میں نے آواز شامل کی۔,میں نے اپنا گانا مرتب کیا۔,effect,0,295,False
لڑکے کے بال اختتام پر کھڑے تھے۔,لڑکی نے بالوں کو تھام لیا۔,لڑکی نے بالوں کو باہر نکالا۔,effect,0,296,True
کیڑا نچوڑا گیا تھا۔,میں نے کیڑے سے بچنے والے کے ساتھ خود کو اسپرے کیا۔,میں نے بگ پر قدم رکھا۔,effect,1,297,False
میں نے آنکھیں کھولیں۔,میں اٹھا۔,میں نے آرام کیا۔,cause,0,298,False
میرے پڑوسی کی موسیقی رو پڑی۔,میں نے اس سے اس کی آواز کم کرنے کو کہا۔,میں نے اس سے سی ڈی بند کرنے کو کہا۔,effect,0,299,False
اس شخص کے کنبے نے غربت کی زندگی بسر کی۔,وہ اپنی آمدنی پر ہنس پڑا۔,اس نے کم سے کم اجرت سے کم کمایا۔,cause,1,300,False
طالب علم یونیورسٹی سے فارغ التحصیل ہوا۔,اس نے نوکری کی تلاش کی۔,اس نے وہی کیا جو اسے پسند تھا۔,effect,0,301,False
مصور نے نیلے رنگ میں پیلے رنگ میں ملایا۔,رنگ پوری جگہ پر پھیل گیا۔,رنگ سبز ہو گیا۔,effect,1,302,False
میں نے گفتگو کے موضوع کو تبدیل کردیا۔,میں بات کرنے کے لئے چیزوں سے بھاگ گیا۔,گفتگو مشکل ہوگئی۔,effect,1,303,True
میرے بھائی کو اسپتال سے رہا کیا گیا تھا۔,میں نے اسے گھر واپس استقبال کیا۔,میں نے اسے مسترد کردیا۔,effect,0,304,False
پلیٹ فارم میں پردہ بڑھ گیا۔,ڈرامہ کا افتتاحی منظر شروع ہوا۔,اداکاروں نے اسٹیج کو خوش کیا۔,effect,0,305,False
ٹیکا کو ہائی جیکرز کے اتھارٹی کو بھیجا گیا تھا۔,اغوا کار نے اغوا کار کو چوٹ پہنچانے کی دھمکی دی۔,اغوا کار نے اسے خود اغوا کرنے دیا۔,cause,0,306,False
پلیٹ فارم سے ایک رونے کی آواز نکلی۔,موسیقار نے اس کی ٹانگ کو لات ماری۔,موسیقار نے ڈھول کی ایک سیریز پیش کی۔,cause,1,307,False
والدین اپنے بچے کے بیڈ روم میں پہنچے۔,بچہ اٹھا اور ڈراؤنے خواب سے چیخا۔,بچہ بستر سے باہر نکلنے سے ڈرتا تھا۔,cause,0,308,False
عورت نے اشارے کی زبان میں بات چیت کی۔,وہ وقت سے پہلے ہی پیدا ہوا تھا۔,وہ بہرا پیدا ہوا تھا۔,cause,1,309,False
خطے میں خشک سالی ہوئی۔,پانی آلودہ تھا۔,پیداوار ختم ہوگئی۔,effect,1,310,False
بلی نے پرندے کا پیچھا کیا۔,ہوائی جہاز نے اڑان بھری۔,ہوائی جہاز نے تربیت پکڑی۔,effect,0,311,False
لڑکی نے اسکول تبدیل کردیئے۔,اسکول گرمیوں کے لئے بند تھا۔,وہ ایک نئے شہر میں چلا گیا۔,cause,1,312,False
فیکٹری کے مالک نے ملازمین کی اجرت میں اضافہ کرنے سے انکار کردیا۔,مالک نے ایک نیا مینیجر مقرر کیا۔,ملازمین ہڑتال پر گئے۔,effect,1,313,False
قائد نے اپنے ملک کے بیچ طاقتور کو مشتعل کردیا۔,طاقتور نے اسے راضی کیا۔,طاقتور نے اسے مار ڈالا۔,effect,1,314,False
میں ساحل سمندر پر تنہا چلتا تھا۔,ریت میرے پاؤں پر جم گئی۔,لہریں ساحل پر گر کر تباہ ہوگئیں۔,effect,0,315,False
میں رات کے وسط میں ٹھنڈا محسوس ہوا۔,میں نے ہلکی پتلون پہن رکھی تھی۔,میں نے ایک گلاس پانی پی لیا۔,effect,0,316,False
ماں نے اپنے بیٹے کو خاموش کردیا۔,اس کا بچہ مسکرایا۔,اس کے بیٹے نے شکایت کی۔,cause,1,317,False
ٹوبو میری جینز میں پھٹا۔,میں نے اپنی جینز کو غیر زپ کیا۔,میں پیدل چلنے والوں کی راہ میں پھنس گیا تھا۔,cause,1,318,False
لڑکے نے ایک گنگو پہنا تھا۔,اسے دانتوں میں ایک سوراخ ملا۔,اس کے دانت سیدھے ہوگئے۔,effect,1,319,False
کل میں نے جم میں سخت محنت کی۔,آج میں پٹھوں میں درد کے ساتھ اٹھا۔,آج میں گلے کی سوزش کے ساتھ اٹھا۔,effect,0,320,False
لڑکی نے سرگوشی کی اور دوپہر کے کھانے کی میز پر سب کو پھیلائی۔,دوسرے طلباء لنچ ٹیبل پر بیٹھ گئے۔,رات کے کھانے کی میز پر موجود دوسرے طلباء کو رخصت ہونے پر مجبور محسوس ہوا۔,effect,1,321,False
بچہ ٹرامپولین پر آگیا۔,وہ واپس آسمان پر اڑ گیا۔,اس نے ہوا میں گھومنے کی کوشش کرنے کا فیصلہ کیا۔,effect,0,322,False
میں نے خط میل باکس میں بھیجا۔,پوسٹ آفس کو ایک خط موصول ہوا۔,پوسٹ آفس نے خط میں جلدی کی۔,effect,0,323,False
جواری پراعتماد تھا۔,اس نے اپنی ساری رقم جمع کروائی۔,وہ دیوالیہ گھر گیا۔,effect,0,324,False
جنگل میں آگ پھیل گئی۔,ہوا تیز تھی۔,آتش زنی کو لیا گیا۔,cause,0,325,False
بچے نے اس کے پاؤں پر جلد نوچ دی۔,اس کی ماں اسے اپنے کمرے میں لے گئی۔,اس کی والدہ نے زخم پر پٹی لگائی۔,effect,1,326,False
وہ شخص طاعون سے بچ گیا۔,اس نے اپنی مرضی (رضامندی) پر دستخط کیے۔,اسے لنک ٹرانسفر ملا۔,cause,1,327,False
میں نے ایک گرم کافی کی بوتل پھینک دی۔,میں اپنی زبان کاٹتا ہوں۔,میں نے اپنی زبان جلا دی۔,effect,1,328,False
ایڈیٹر نے مصنف کو برطرف کردیا۔,مصنف نے اپنی کہانیوں میں تعصب سے گریز کیا۔,مصنف نے آخری تاریخ سے محروم کردیا۔,cause,1,329,False
میں نے تھکا ہوا محسوس کیا۔,میں سارا دن سوتا رہا۔,میں نے سارا دن پڑھا۔,cause,1,330,False
ڈاکٹر نے مریض کی شناخت کی۔,اس نے مریض کی علامات کو دیکھا۔,اس نے مریض کے لئے گولیاں تجویز کیں۔,cause,0,331,False
میں نے اپنی جلد کو کھرچ لیا۔,مجھے پسینہ آرہا تھا۔,یہ جل رہا تھا۔,cause,1,332,False
